,artist,genre
719,Big K.R.I.T.,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
720,Jaden,"['hip hop', 'rap']"
721,Jae Mitch,[]
722,Blac Youngsta,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']"
723,Wilkinson,"['drum and bass', 'house', 'liquid funk', 'pop dance', 'uk dance']"
724,Deuce & Charger,['uk dnb']
725,Jaguar Skills,[]
726,Joe Ford,"['future rock', 'neurofunk']"
727,Sub Focus,"['drum and bass', 'house', 'liquid funk', 'uk dance']"
728,Jinco,"['bass trap', 'pop edm', 'traprun']"
729,WiDE AWAKE,"['bass trap', 'traprun']"
730,Valentino Khan,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton']"
731,Dropgun,"['big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'russian edm']"
732,Sikdope,"['bass house', 'deep big room', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']"
733,Big Shaq,['london rap']
734,Dunderpatrullen,['bitpop']
735,Insan3lik3,"['complextro', 'edm', 'electro house', 'gaming edm']"
736,Elektronomia,['gaming edm']
737,Alex Skrindo,['gaming edm']
738,KUURO,"['bass trap', 'edm', 'electro house', 'gaming edm', 'traprun']"
739,Killrude,[]
740,MDK,[]
741,Tokyo Machine,"['gaming edm', 'j-dance']"
742,Meric,[]
743,DAZZ,['german dance']
744,Desmeon,['gaming edm']
745,Jensation,['gaming edm']
746,Different Heaven,['gaming edm']
747,JJD,['gaming edm']
748,Teminite,"['edm', 'gaming dubstep', 'gaming edm']"
749,Brooks,"['contemporary country', 'country', 'country road', 'country rock']"
750,Rogue,"['chillstep', 'complextro', 'edm', 'electro house', 'future bass', 'gaming edm']"
751,IZECOLD,['gaming edm']
752,Steam Phunk,['pop edm']
753,Spag Heddy,"['brostep', 'dubstep', 'edm', 'electro house', 'filthstep', 'riddim dubstep']"
754,Rob Gasser,"['electro house', 'gaming edm']"
755,Nitro Fun,"['complextro', 'edm', 'electro house', 'gaming edm']"
756,Tobu,['gaming edm']
757,Sullivan King,"['dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']"
758,BOXINBOX,"['bass trap', 'traprun']"
759,Zayde Wølf,"['modern alternative rock', 'modern rock', 'rebel blues']"
760,Vexento,['gaming edm']
761,Doctor Vox,['gaming edm']
762,Azazal,['gaming dubstep']
763,Dex Arson,[]
764,Pegboard Nerds,"['brostep', 'danish electronic', 'edm', 'electro house', 'gaming edm', 'glitch']"
765,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
766,N.E.R.D,"['hip hop', 'virginia hip hop']"
767,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
768,Jetta,['metropopolis']
769,Adam Counts,[]
770,Bruno Mars,"['dance pop', 'pop']"
771,Imagine Dragons,"['modern rock', 'rock']"
772,Keys N Krates,"['bass trap', 'edm', 'electronic trap', 'livetronica', 'vapor twitch']"
773,Mickey Valen,"['bass trap', 'pop edm', 'traprun']"
774,Veorra,"['bass trap', 'traprun']"
775,Flux Pavilion,"['bass trap', 'brostep', 'classic dubstep', 'edm', 'electro house', 'electronic trap']"
776,Snavs,"['bass trap', 'danish electronic', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop edm', 'traprun', 'vapor twitch']"
777,graves,"['bass trap', 'electronic trap', 'future bass', 'pop edm', 'traprun', 'vapor twitch']"
778,KLOUD,"['bass trap', 'dark clubbing', 'traprun']"
779,Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']"
780,Lost Sky,"['bass trap', 'gaming edm']"
781,FRND,"['electropop', 'indie electropop', 'pop edm']"
782,Hollywood Principle,[]
783,London Jae,['deep underground hip hop']
784,Fabolous,"['dance pop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
785,Jay Prince,"['alternative r&b', 'indie r&b', 'indie soul', 'trap soul', 'uk alternative hip hop', 'underground hip hop']"
786,Denzel Curry,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'trap', 'underground hip hop']"
787,Tommy Genesis,"['bc underground hip hop', 'canadian hip hop', 'electropop', 'escape room', 'hyperpop', 'pop', 'trap queen']"
788,Loving Caliber,['scandipop']
789,Kanye West,"['chicago rap', 'rap']"
790,Lupe Fiasco,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
791,Jazz Cartier,"['canadian hip hop', 'deep underground hip hop', 'indie pop rap', 'toronto rap', 'trap soul', 'underground hip hop']"
792,Rich Dunk,['north carolina hip hop']
793,Aries,"['emo rap', 'pop rap', 'sad rap']"
794,Maxo Kream,"['hip hop', 'houston rap', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
795,The Boyboy West Coast,[]
796,Troy Ave,['trap']
797,SadBoyProlific,"['emo rap', 'sad rap']"
798,Lil Xan,"['emo rap', 'underground hip hop']"
799,Polo & Pan,"['dark disco', 'electro-pop francais', 'french indie pop', 'french indietronica', 'new french touch']"
800,Niska,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
801,420 Motivation,[]
802,AC,"['album rock', 'australian rock', 'hard rock', 'rock']"
803,The FifthGuys,['traprun']
804,Tilian,['progressive post-hardcore']
805,Conor Maynard,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']"
806,MagSonics,['deep pop edm']
807,Radio Caroline,[]
808,Nico Collins,['social media pop']
809,Avi8,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
810,Danny Padilla,['indie cafe pop']
811,Sublab,"['chillstep', 'vapor twitch', 'wave']"
812,M4SONIC,[]
813,Macpro,[]
814,Braden Barrie,[]
815,Sleeping Wolf,"['indie poptimism', 'modern alternative rock']"
816,Ben Woodward,"['acoustic chill', 'viral pop']"
817,Convex,[]
818,Drawn To The Sky,"['emo rap', 'sad rap']"
819,Cartoon,['gaming edm']
820,Armors,"['hopebeat', 'indie poptimism', 'indie rockism', 'modern alternative rock']"
821,PsoGnar,['gaming dubstep']
822,Heroplanet,[]
823,Flapo,[]
824,ScottDW,[]
825,teddybear,"['electronic rock', 'swedish alternative rock', 'swedish electropop']"
826,The Animal In Me,"['pixie', 'post-screamo']"
827,Alemoa,[]
828,Axol,['gaming edm']
829,Mike Hawkins,"['danish electronic', 'deep big room']"
830,Tribe Dive & Rivo,[]
831,Danny McCarthy,[]
832,Rynx,[]
833,DROELOE,"['bass trap', 'edm', 'electronic trap', 'electropop', 'future bass', 'pop edm', 'vapor soul', 'vapor twitch']"
834,pewdiepie,"['antiviral pop', 'meme rap', 'social media pop']"
835,Josh A,"['emo rap', 'sad rap']"
836,SHAKED,"['deep house', 'disco house', 'house', 'vocal house']"
837,KRAK'N,[]
838,Adventurer,['progressive post-hardcore']
839,Taska Black,"['bass trap', 'edm', 'electronic trap', 'electropop', 'future bass', 'indie electropop', 'pop edm', 'traprun', 'vapor twitch']"
840,Grant,"['edm', 'electro house', 'future bass', 'gaming edm', 'pop edm']"
841,Jacksepticeye,[]
842,Panda Eyes,"['edm', 'gaming edm']"
843,Tavi Castro,['moombahton']
844,Herobust,"['bass trap', 'brostep', 'dubstep', 'electro house', 'electronic trap']"
845,Jo Cohen,['gaming edm']
846,Damluke,[]
847,Mike Emilio,"['melbourne bounce international', 'russelater']"
848,K.Flay,"['electropop', 'escape room', 'hip pop', 'indie poptimism', 'indie rock', 'modern alternative rock', 'modern rock', 'pop', 'rock']"
849,E.P.O,"['bass trap', 'traprun']"
850,Cal Scruby,"['deep underground hip hop', 'indie pop rap', 'ohio hip hop', 'pop rap', 'underground hip hop']"
851,Promoting Sounds,['emo rap']
852,Thutmose,['underground hip hop']
853,clipping.,"['alternative hip hop', 'escape room', 'experimental hip hop', 'industrial hip hop']"
854,IDK,"['dmv rap', 'hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
855,Yung Pinch,"['emo rap', 'melodic rap', 'oc rap', 'pop rap', 'rap', 'sad rap', 'trap', 'underground hip hop', 'vapor trap']"
856,Evernone,[]
857,Oliver Heldens,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']"
858,Marnik,"['deep big room', 'electro house']"
859,ZHU,"['edm', 'electro house']"
860,DJ SIRI MNSPORT,
861,John Williams,['soundtrack']
862,Samuel Kim,[]
863,Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
864,Birdman,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
865,Hitmaka,[]
866,Jianetti,[]
867,BenFly,[]
868,Mtmwan,[]
869,Travis Barker,['rap rock']
870,JZAC,['deep underground hip hop']
872,Harvey Stripes,[]
873,Common,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'neo soul', 'political hip hop', 'rap', 'southern hip hop']"
874,Dice Raw,"['philly rap', 'wrestling']"
875,JAY-Z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']"
876,The Roots,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'philly rap', 'political hip hop', 'southern hip hop']"
877,Clue,[]
878,JDP,"['canadian contemporary r&b', 'indie cafe pop', 'pop']"
879,Jogger,[]
880,JID,"['hip hop', 'rap', 'underground hip hop']"
881,S.O.,"['christian hip hop', 'christian trap', 'uk christian rap']"
882,Beast Coast,"['hip hop', 'rap', 'underground hip hop']"
883,Bishop Nehru,"['alternative hip hop', 'underground hip hop']"
884,Rico Nasty,"['dmv rap', 'escape room', 'trap queen']"
885,JPEGMAFIA,"['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'industrial hip hop', 'rap', 'underground hip hop']"
886,Supa Bwe,"['pop rap', 'underground hip hop']"
887,Abhi The Nomad,"['desi hip hop', 'underground hip hop', 'vapor soul']"
888,Manwolves,['bedroom soul']
889,Childish Major,"['alternative r&b', 'trap soul', 'underground hip hop']"
890,Rav,['meme rap']
891,Armani White,['indie hip hop']
892,Jakey,['meme rap']
893,99 Neighbors,"['indie hip hop', 'vermont indie']"
894,Kemba,"['alternative hip hop', 'underground hip hop']"
895,Anderson .Paak,['escape room']
896,Saba,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']"
897,Elton Aura,['bedroom soul']
898,$ilkMoney,"['underground hip hop', 'vapor trap']"
899,Tabby,['minnesota hip hop']
900,slowthai,"['hip hop', 'rap', 'uk alternative hip hop', 'uk hip hop', 'underground hip hop']"
901,Domo Genesis,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop']"
902,Kill Bill: The Rapper,['meme rap']
903,100 gecs,"['glitchcore', 'hyperpop']"
904,EARTHGANG,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
905,DJ-AudioJack,[]
906,Macklemore,"['pop rap', 'seattle hip hop']"
907,Crizzly,[]
908,Sinner's Heist,"['bass trap', 'traprun']"
909,Simon Bichbihler,[]
910,Solar Skinner,[]
911,Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']"
912,Defqwop,['gaming edm']
913,k?d,['k-pop girl group']
914,Summer Was Fun,"['future bass', 'gaming edm', 'pop edm']"
915,Jaroslav Beck,[]
916,GAWVI,"['christian hip hop', 'christian pop', 'christian trap', 'miami hip hop', 'rap cristiano']"
917,Heuse,"['bass trap', 'gaming edm']"
918,Ojivolta,[]
919,Midsplit,"['pop edm', 'traprun']"
920,Rudimental,"['dance pop', 'edm', 'house', 'liquid funk', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
921,Jordan Comolli,"['bass trap', 'electronic trap', 'traprun']"
922,Guvna B,"['christian hip hop', 'christian trap', 'uk christian rap', 'uk worship']"
923,Kaivon,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop edm', 'vapor twitch']"
924,Whales,"['bass trap', 'dubstep', 'gaming dubstep', 'gaming edm']"
925,John Wolf,[]
926,Vic Sage,"['christian hip hop', 'christian trap']"
927,Fvmeless,"['christian hip hop', 'christian trap']"
928,Kuren,"['aussietronica', 'australian indigenous']"
929,Christon Gray,"['christian hip hop', 'christian trap']"
930,Sirius Blvck,['indiana hip hop']
931,Kyle Bent,"['boston hip hop', 'deep underground hip hop', 'underground hip hop']"
932,Zak Downtown,['indie pop rap']
933,Pivot Gang,"['indie hip hop', 'underground hip hop']"
934,IshDARR,"['canadian hip hop', 'deep underground hip hop', 'milwaukee hip hop', 'underground hip hop']"
935,REASON,"['hip hop', 'indie hip hop', 'rap', 'underground hip hop']"
936,The Game,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
937,Michael Christmas,"['boston hip hop', 'indie hip hop', 'underground hip hop']"
938,Injury Reserve,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'underground hip hop']"
939,tobi lou,"['alternative r&b', 'chicago rap', 'pop rap']"
940,Freddie Gibbs,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
941,Boogie,"['melodic rap', 'pop rap', 'rap', 'trap']"
942,Alpha Brain Waves,['brain waves']
943,Chris Espo,[]
944,Omega Crosby,[]
945,Maino,"['pop rap', 'rap', 'trap']"
946,Gun,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
947,UNLTD,[]
948,Topboylexus,[]
949,Snakehips,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']"
950,Jason Derulo,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']"
951,Trey Songz,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
952,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']"
953,Bliss n Eso,['australian hip hop']
954,KSI,['uk hip hop']
955,Soulja Boy,"['atl hip hop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
956,Hopsin,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
957,Carnage,"['edm', 'electro house', 'electronic trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
958,Hi-Rez,"['deep underground hip hop', 'indie pop rap']"
959,Pell,['underground hip hop']
960,Ekali,"['canadian electronic', 'edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'indie electropop', 'pop', 'pop dance', 'pop edm', 'vapor soul', 'vapor twitch']"
961,Trace.,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']"
962,Global Dan,"['emo rap', 'melodic rap', 'sad rap', 'underground hip hop', 'vapor trap']"
963,James Arthur,"['pop', 'talent show', 'uk pop']"
964,$uicideBoy$,"['dark trap', 'new orleans rap', 'underground hip hop']"
965,Mike WiLL Made-It,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
966,Token,"['boston hip hop', 'pop rap']"
967,Kehele Keff,[]
968,Nate Good,"['deep underground hip hop', 'indie pop rap']"
969,Maniac Flame,[]
970,Macklemore & Ryan Lewis,"['dance pop', 'pop', 'pop dance', 'pop rap', 'seattle hip hop']"
971,Jay Rock,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
972,D12,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'rap rock']"
973,"Royce Da 5'9""","['alternative hip hop', 'detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
974,Da Crook,"['canadian hip hop', 'toronto rap']"
975,LaLion,[]
976,Doe Boy,"['atl hip hop', 'atl trap', 'ohio hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
977,Jay Whiss,"['canadian hip hop', 'toronto rap']"
978,Ameer Vann,"['hip hop', 'underground hip hop']"
979,DJ Drama,"['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
980,Rich Brian,['indonesian hip hop']
981,Don Diablo,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']"
982,Boombox Cartel,"['bass trap', 'edm', 'electro house', 'electronic trap', 'vapor twitch']"
983,Egzod,"['bass trap', 'gaming edm', 'pop edm', 'traprun']"
984,VINAI,"['big room', 'deep big room', 'edm', 'electro house', 'melbourne bounce international', 'pop dance', 'progressive electro house']"
985,Excision,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap']"
986,Louis The Child,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']"
987,RL Grime,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']"
988,AronChupa,['swedish pop']
989,Hex Cougar,"['bass trap', 'electronic trap', 'future bass', 'la pop', 'traprun', 'vapor twitch']"
990,Viceroy,['nu disco']
991,Born Dirty,"['bass house', 'electro house']"
992,Steve James,['pop edm']
993,Crywolf,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']"
994,Nightcore,"['hands up', 'nightcore']"
995,Logan Paul,['social media pop']
996,NetNobody,[]
997,The Seige,"['cali rap', 'modern alternative rock']"
998,SoMo,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b']"
999,Rockit Gaming,"['antiviral pop', 'otacore']"
1000,Axwell,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
1001,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
1002,Young Money,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1003,Mobb Deep,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
1004,Ice Cube,"['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
1005,Scarface,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
1006,Compton's Most Wanted,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
1007,Westside Connection,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
1008,Army Of The Pharaohs,"['hardcore hip hop', 'philly rap', 'political hip hop', 'spiritual hip hop', 'underground rap']"
1009,Onyx,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
1010,DJ Quik,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'popping', 'rap', 'southern hip hop', 'west coast rap']"
1011,Smoke DZA,"['alternative hip hop', 'boom bap', 'harlem hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
1012,M.O.P.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
1013,Obie Trice,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
1014,Eazy-E,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
1015,G-Unit,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'trap']"
1016,Diddy,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
1017,Wu-Tang Clan,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
1018,2Pac,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
1019,Jake Lambo,['deep underground hip hop']
1020,Nas,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
1021,Niall Horan,"['dance pop', 'pop', 'post-teen pop']"
1022,John K,"['electropop', 'pop', 'post-teen pop']"
1023,Joji,"['alternative r&b', 'viral pop']"
1024,Anson Seabra,"['indie cafe pop', 'pop']"
1025,SAYGRACE,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'social media pop']"
1026,BENEE,"['nz pop', 'pop']"
1027,The Kid LAROI,['australian hip hop']
1028,Topic,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']"
1029,Sean Paul,"['dance pop', 'dancehall', 'pop dance', 'pop rap']"
1030,Tom Grennan,"['indie anthem-folk', 'modern alternative rock', 'modern rock', 'uk pop']"
1031,$NOT,"['emo rap', 'florida rap', 'sad rap', 'underground hip hop', 'vapor trap']"
1032,Ant Saunders,"['chill r&b', 'pop']"
1033,Olivia Rodrigo,"['pop', 'post-teen pop', 'social media pop']"
1034,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']"
1035,contradash,[]
1036,Tate McRae,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
1037,DeathbyRomy,['modern indie pop']
1038,Kesha,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']"
1039,Surfaces,"['bedroom soul', 'pop']"
1040,Tiny Meat Gang,['meme rap']
1041,John Legend,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
1042,Audrey Mika,[]
1043,mxmtoon,"['bedroom pop', 'electropop', 'indie pop', 'pop']"
1044,Hayley Williams,[]
1045,Robin Schulz,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']"
1046,Sam Fischer,"['australian pop', 'pop', 'uk pop']"
1047,Shakira,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
1048,Chris Webby,"['indie pop rap', 'pop rap', 'rap']"
1049,Kid Cudi,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']"
1050,Marconi Union,['ambient']
1051,Samra,['german hip hop']
1052,Tech N9ne,"['hip hop', 'kansas city hip hop', 'pop rap']"
1053,AK,['dance pop']
1054,Night Lovell,"['canadian hip hop', 'dark trap', 'emo rap', 'ottawa rap', 'underground hip hop']"
1055,One After None,['trap soul']
1056,Vin Jay,['nyc rap']
1057,Doobie,"['ohio hip hop', 'pop rap']"
1058,Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1059,Just Juice,['deep underground hip hop']
1060,Ace Hood,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1061,SonReal,"['bc underground hip hop', 'canadian hip hop', 'deep underground hip hop', 'indie pop rap', 'pop rap']"
1062,Armand Hammer,"['alternative hip hop', 'boom bap', 'experimental hip hop']"
1063,6ixbuzz,"['canadian hip hop', 'toronto rap']"
1064,J Neat,['canadian hip hop']
1065,Dj Wissam,[]
1066,24kGoldn,['cali rap']
1067,The Charlie Daniels Band,"['classic rock', 'country', 'country rock', 'southern rock']"
1068,Ayo & Teo,"['social media pop', 'trap']"
1069,Ruben Slikk,['underground hip hop']
1070,Acerrr,"['canadian hip hop', 'toronto rap']"
1071,Cozz,['underground hip hop']
1072,MED,"['edm', 'pop dance', 'pop house', 'tropical house']"
1073,Seon,['sad rap']
1074,CJ Fly,['underground hip hop']
1075,Rapsody,"['alternative hip hop', 'hip hop', 'north carolina hip hop', 'southern hip hop', 'trap queen', 'underground hip hop']"
1076,Tierra Whack,"['alternative r&b', 'escape room', 'indie soul', 'underground hip hop']"
1077,Lil Kayla,['trap queen']
1078,RapCaviar: Original Videos,
1079,Roddy Ricch   ,"['melodic rap', 'rap', 'trap']"
1080,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop']"
1081,Noah Cyrus,"['dance pop', 'pop', 'post-teen pop']"
1082,Doja Cat,"['dance pop', 'pop']"
1083,Cavetown,"['bedroom pop', 'indie pop', 'modern rock']"
1084,FINNEAS,"['electropop', 'indie pop', 'indie poptimism', 'la indie', 'pop']"
1085,Harry Styles,"['pop', 'post-teen pop']"
1086,Conan Gray,"['bedroom pop', 'electropop', 'indie pop', 'pop']"
1087,Sia,"['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']"
1088,Troye Sivan,"['australian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'viral pop']"
1089,Julia Michaels,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']"
1090,Clairo,"['bedroom pop', 'boston indie']"
1091,Lana Del Rey,"['art pop', 'pop']"
1092,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']"
1093,DaniLeigh,"['pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'rap latina']"
1094,Stunna 4 Vegas,"['southern hip hop', 'trap']"
1095,Tyla Yaweh,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']"
1096,Pop Smoke,['brooklyn drill']
1097,Fivio Foreign,"['brooklyn drill', 'new york drill', 'rap', 'trap']"
1098,Mulatto,"['pop r&b', 'trap queen']"
1099,Smoove'L,"['brooklyn drill', 'new york drill']"
1100,TOKYO’S REVENGE,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']"
1101,50 Cent,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
1102,Fat Joe,"['bronx hip hop', 'dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']"
1103,Akon,['dance pop']
1104,Julius Fucik,"['czech classical', 'post-romantic era']"
1105,Raekwon,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
1106,Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1107,Buddy,"['alternative r&b', 'cali rap', 'rap', 'trap soul', 'underground hip hop']"
1108,Belly,"['canadian hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']"
1109,Dave East,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
1110,Pardison Fontaine,['nyc rap']
1111,Berner,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'rap', 'southern hip hop', 'west coast trap']"
1112,Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
1113,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
1114,Pusha T,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
1115,Merkules,"['bc underground hip hop', 'canadian hip hop']"
1116,DJ Khalil,[]
1117,Blackway,['nyc rap']
1118,Beau Young Prince,['dmv rap']
1119,Chamillionaire,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1120,Barrett Wilbert Weed,"['broadway', 'hollywood', 'indie pop', 'show tunes']"
1121,Anthony Ramos,"['hollywood', 'show tunes']"
1122,Iamjakehill,"['dark trap', 'emo rap', 'sad rap']"
1123,TheHxliday,"['sad rap', 'vapor trap']"
1124,Wallpaper.,[]
1125,T.R.U.,[]
